,date_published,headline,publisher,description,category,keywords
253,2023-01-12T03:00:34Z,"Russian forces have committed ‘a litany of violations’ in Ukraine, says rights group",CNN,"Russian war crimes and human rights abuses during the war in Ukraine add up to a “litany of violations of international humanitarian law,” according to Human Rights Watch.",world,"brand safety-nsf sensitive, brand safety-nsf violence, brand safety-nsf war and military, continents and regions, domestic alerts, domestic-international news, eastern europe, europe, human rights, human rights watch, iab-politics, international relations and national security, political advocacy groups, political figures - intl, political organizations, russia, russia-ukraine conflict, ukraine, unrest, conflicts and war, vladimir putin"
254,2023-01-11T07:20:02Z,At least six injured in attack at central Paris railway station,CNN,"At least six people were injured in an attack at Paris’ Gare Du Nord central railway station early Wednesday, French authorities said.",world,"brand safety-nsf crime, brand safety-nsf sensitive, brand safety-nsf severe, brand safety-nsf violence, brand safety-nsf weapons, business and industry sectors, business, economy and trade, continents and regions, crime, law enforcement and corrections, crimes against persons, criminal law, criminal offenses, europe, france, iab-crime, iab-law, law and legal system, law enforcement, paris, policing and police forces, rail transportation, shootings, transportation and warehousing, western europe"
255,2023-01-11T19:06:50Z,Brutality of prehistoric life revealed by Europe’s bog bodies,CNN,"Bodies were buried in bogs across northern Europe for thousands of years. Archaeologists have undertaken the first comprehensive study of more than 1,000 bog bodies found across Ireland, Scotland, England, the Netherlands, Germany and Scandinavia and uncovered some intriguing findings.",world,"anthropology and archeology, brand safety-nsf death, brand safety-nsf sensitive, continents and regions, death and dying, deaths and fatalities, domestic alerts, domestic-international news, europe, humanities and social sciences, iab-bereavement, iab-family and relationships, society"
256,2023-01-11T17:40:19Z,Free-agent shortstop saga ends with Carlos Correa returning to Minnesota Twins,CNN,The free-agent saga surrounding shortstop Carlos Correa has finally come to an end.,sport,"american league central division, baseball, baseball and softball, iab-baseball, iab-sports, minnesota twins, mlb, mlb american league, sports and recreation, sports organizations and teams"
257,2023-01-11T16:40:40Z,Damar Hamlin discharged after spending more than a week hospitalized due to a cardiac arrest,CNN,"Buffalo Bills player Damar Hamlin has been discharged from a Buffalo medical center, his club said Wednesday, after more than a week of hospitalization due to a cardiac arrest he suffered during a “Monday Night Football” game this month.",sport,"brand safety-nsf health issues, brand safety-nsf sensitive, buffalo, cardiovascular disease, continents and regions, damar hamlin, diseases and disorders, domestic alerts, domestic-health and science, domestic-us news, first aid, football (american), health and medical, heart disease, iab-american football, iab-business and finance, iab-diseases and conditions, iab-first aid, iab-healthcare industry, iab-heart and cardiovascular diseases, iab-industries, iab-injuries, iab-medical health, iab-sports, international alerts, international-health and science, international-us news, levels of care (health), medical treatments and procedures, new york (state), north america, northeastern united states, sports and recreation, sports figures, the americas, united states"
258,2023-01-11T18:02:06Z,Tennis star Naomi Osaka announces she is pregnant,CNN,"Tennis star Naomi Osaka announced her pregnancy on Wednesday, posting a photo of an ultrasound scan on her social media accounts.",sport,"domestic alerts, domestic-health and science, health and health care (by demographic group), health and medical, iab-diseases and conditions, iab-healthy living, iab-medical health, iab-pregnancy, iab-reproductive health, iab-sports, iab-tennis, iab-women's health, international alerts, international-health and science, maternal and child health, medical fields and specialties, naomi osaka, obstetrics and gynecology, pregnancy and childbirth, sports and recreation, sports figures, tennis, women's health"
259,2023-01-11T16:50:09Z,French Football Federation President Noël Le Graët steps down,CNN,"French Football Federation (FFF) President Noël Le Graët has stepped down following an emergency meeting in Paris on Wednesday, the federation announced.",sport,"continents and regions, europe, football (soccer), france, iab-soccer, iab-sports, sports and recreation, western europe"
260,2023-01-11T14:52:32Z,Atlético Madrid and Portugal forward João Félix joins Chelsea on loan until end of 2022/23 season,CNN,"Atlético Madrid and Portugal forward João Félix has joined Chelsea on loan until the end of the 2022/23 season, the English Premier League side announced on Wednesday.",sport,"atletico madrid, continents and regions, europe, football (soccer), iab-soccer, iab-sports, joao felix, la liga, portugal, southern europe, sports and recreation, sports figures, sports organizations and teams"
261,2023-01-11T02:56:41Z,Lovie Smith said the NFL had ‘a problem’ about Black coaches. A year later he was fired and the league is being criticized yet again about its lack of diversity,CNN,"When Lovie Smith was hired by the Houston Texans in February 2022 as the team’s new head coach, he said the NFL had “a problem” with hiring Black coaches and diversity.",sport,"african americans, brand safety-nsf discrimination, brand safety-nsf sensitive, brian flores, coaches and trainers, demographic groups, discrimination, diversity, domestic alerts, domestic-business, employment search, football (american), hiring, human resources and personnel management, iab-american football, iab-business, iab-business and finance, iab-careers, iab-economy, iab-human resources, iab-job market, iab-job search, iab-law, iab-sports, international alerts, international-business, labor and employment, law and legal system, lawsuits and claims, minority and ethnic groups, nfl, population and demographics, racism and racial discrimination, societal issues, society, sports and recreation, sports figures, sports organizations and teams, stephen a. smith, trial and procedure"
262,2023-01-11T11:42:21Z,Ex-King Constantine II of Greece dies at 82,CNN,"The former King of Greece, Constantine II, has died at the age of 82, CNN affiliate CNN Greece reported on Tuesday.",world,"brand safety-nsf death, brand safety-nsf sensitive, continents and regions, death and dying, deaths and fatalities, domestic alerts, domestic-international news, europe, greece, iab-bereavement, iab-family and relationships, society, southern europe"
263,2023-01-11T10:57:58Z,"Retiring JJ Watt reduced to tears by tribute video featuring family and NFL stars, including Tom Brady",CNN,"JJ Watt was in a flood of tears after being shown an emotional tribute video of family and NFL stars like Tom Brady, Peyton Manning, Dak Prescott and Aaron Rodgers ahead of his final NFL game.",sport,"brand safety-nsf profanity, brand safety-nsf sensitive, football (american), iab-american football, iab-sports, jj watt, nfl, sports and recreation, sports figures, sports organizations and teams, tom brady"
